date,name,amount,category,status
4/24/2023,Best Buy,-866.44,Shopping,Posted
6/19/2023,Home Depot,1727.25,Bills & Utilities,Posted
2/10/2023,Amazon Prime,283.94,Subscriptions,Pending
5/7/2023,Verizon,848.26,Bills & Utilities,Pending
7/9/2024,PG&E,1343.15,Bills & Utilities,Posted
9/30/2023,Amazon Prime,2813.75,Subscriptions,Posted
8/21/2024,Staples,-2794.95,Business Services,Pending
9/24/2023,Car Insurance,1989.49,Insurance & Financial,Posted
3/21/2024,Uber,1610.83,Travel,Posted
1/14/2024,Uber,349.34,Travel,Posted
3/11/2024,Loan Repayment,2563.93,Insurance & Financial,Pending
7/28/2023,United Airlines,1496.7,Travel,Posted
5/15/2023,Bank Fee,64.27,Banking & Fees,Pending
1/12/2023,Gym Membership,863.05,Fitness & Sports,Posted
2/22/2024,Apple Music,352.59,Subscriptions,Pending
7/6/2023,Home Depot,2972.35,Bills & Utilities,Posted
1/22/2024,Verizon,2392.24,Bills & Utilities,Pending
4/24/2023,Starbucks,180.52,Food & Drinks,Posted
3/21/2024,Uber,1252.46,Travel,Posted
12/4/2023,Health Insurance,1338.16,Insurance & Financial,Posted
5/26/2024,LA Fitness,-2622.62,Fitness & Sports,Pending
7/10/2023,Starbucks,1727.45,Food & Drinks,Posted
6/25/2024,YouTube Premium,2298.21,Subscriptions,Pending
1/4/2024,PG&E,546.56,Bills & Utilities,Posted
5/2/2023,Netflix,709.49,Subscriptions,Posted
12/23/2023,IKEA,2331.63,Shopping,Pending
2/13/2023,PayPal,247.98,Others,Pending
9/30/2023,Donation,1814.19,Others,Pending
4/9/2024,Water Bill,1540.95,Bills & Utilities,Posted
7/30/2023,Wire Transfer,1172.07,Banking & Fees,Posted
9/5/2023,CREDIT CARD PAYMENT,-2675.61,Banking & Fees,Posted
9/7/2023,Lyft,1755.07,Travel,Pending
8/2/2023,Car Insurance,-2255.38,Insurance & Financial,Pending
9/21/2023,Touchstone Climbing,2160.81,Fitness & Sports,Posted
8/23/2023,Planet Fitness,2389.14,Fitness & Sports,Pending
2/3/2024,Burger King,508.63,Food & Drinks,Pending
3/14/2024,ATM Withdrawal,-629.52,Banking & Fees,Pending
8/19/2024,Bank Fee,1448.63,Banking & Fees,Pending
9/8/2023,Target,1196.9,Shopping,Posted
8/3/2023,Hulu,2526.45,Subscriptions,Pending
8/28/2023,Mortgage Payment,980.64,Insurance & Financial,Posted
5/27/2023,Disney+,600.56,Subscriptions,Pending
3/3/2024,Office Depot,2735.53,Business Services,Pending
12/31/2023,Netflix,55.87,Subscriptions,Pending
3/5/2023,Costco,1611.06,Shopping,Pending
11/11/2023,Gift Card,1057.77,Others,Posted
7/30/2024,Gift Card,666.93,Others,Pending
1/13/2024,Bank Fee,2420.61,Banking & Fees,Posted
4/23/2024,Gym Membership,187.7,Fitness & Sports,Pending
9/23/2023,YouTube Premium,1126.34,Subscriptions,Posted
1/28/2023,Airbnb,1135.38,Travel,Pending
7/29/2024,IKEA,2757.67,Shopping,Pending
1/10/2024,Starbucks,625.65,Food & Drinks,Posted
2/17/2024,Chipotle,2048.06,Food & Drinks,Posted
4/26/2024,Mortgage Payment,1004.33,Insurance & Financial,Pending
7/23/2023,Loan Repayment,-2691.4,Insurance & Financial,Posted
6/7/2023,ATM Withdrawal,1972.37,Banking & Fees,Pending
3/28/2023,Gym Membership,906.95,Fitness & Sports,Pending
2/3/2023,Uber,742.12,Travel,Pending
3/16/2023,Costco,326.61,Shopping,Posted
10/3/2023,Target,1135.3,Shopping,Pending
8/31/2023,Gym Membership,91.23,Fitness & Sports,Posted
11/8/2023,Loan Repayment,2797.35,Insurance & Financial,Pending
10/17/2023,Starbucks,106.23,Food & Drinks,Posted
9/6/2023,Airbnb,2583.17,Travel,Posted
1/2/2023,Office Depot,46.12,Business Services,Pending
2/21/2023,Delta Airlines,1288.89,Travel,Pending
3/13/2023,Gym Membership,1668.27,Fitness & Sports,Posted
7/8/2024,ATM Withdrawal,760.78,Banking & Fees,Pending
7/26/2023,Venmo,2174.93,Others,Pending
8/15/2024,Subway,2508.77,Food & Drinks,Pending
3/14/2024,Target,744.04,Shopping,Pending
1/26/2024,LA Fitness,1510.93,Fitness & Sports,Posted
2/24/2024,Target,2500.13,Shopping,Posted
12/20/2023,Water Bill,2175.84,Bills & Utilities,Posted
8/4/2023,YouTube Premium,120.06,Subscriptions,Posted
5/2/2024,Apple Music,2850.8,Subscriptions,Pending
8/10/2024,Rent Payment,1143.01,Bills & Utilities,Posted
11/16/2023,KFC,1650.44,Food & Drinks,Posted
9/15/2023,Hulu,952.84,Subscriptions,Posted
5/18/2024,Bank Fee,267.62,Banking & Fees,Pending
3/10/2024,Loan Repayment,298.23,Insurance & Financial,Posted
12/18/2023,LA Fitness,732.74,Fitness & Sports,Posted
1/1/2024,Water Bill,2289.1,Bills & Utilities,Posted
7/19/2023,Gift Card,1066.7,Others,Pending
7/21/2024,Chipotle,2665.66,Food & Drinks,Pending
8/13/2023,Staples,1350.99,Business Services,Pending
5/25/2024,Bank Fee,1928.16,Banking & Fees,Pending
3/30/2023,Loan Repayment,2494.79,Insurance & Financial,Pending
8/1/2023,Miscellaneous Expense,2263.01,Others,Pending
6/29/2023,Automatic Payment,1433.4,Business Services,Posted
10/19/2023,Automatic Payment,442.68,Business Services,Pending
3/6/2024,Starbucks,670.15,Food & Drinks,Pending
11/29/2023,Planet Fitness,1051.75,Fitness & Sports,Posted
10/28/2023,Automatic Payment,1371.4,Business Services,Pending
1/29/2024,Apple Music,-185.07,Subscriptions,Posted
8/7/2024,Amazon,1426.96,Shopping,Posted
1/4/2023,Apple Music,1482.34,Subscriptions,Pending
1/20/2023,Gift Card,168.69,Others,Posted
6/17/2024,Loan Repayment,811.19,Insurance & Financial,Pending
9/16/2023,Amazon,241.51,Shopping,Pending
7/16/2024,YouTube Premium,1648.61,Subscriptions,Pending
2/20/2023,eBay,760.74,Shopping,Posted
11/21/2023,Car Insurance,1029.73,Insurance & Financial,Posted
4/5/2023,PG&E,279.91,Bills & Utilities,Posted
9/18/2023,Gift Card,1173.4,Others,Pending
12/25/2023,Loan Repayment,2726.29,Insurance & Financial,Pending
1/21/2024,Chipotle,779.39,Food & Drinks,Pending
7/4/2023,Marriott Hotels,667.29,Travel,Posted
11/30/2023,Automatic Payment,-1351.52,Business Services,Posted
2/7/2024,Marriott Hotels,260.73,Travel,Posted
8/4/2024,Venmo,2461.32,Others,Pending
2/19/2024,Tectra Inc,-1949.75,Business Services,Pending
10/2/2023,Expedia,2466.3,Travel,Pending
12/8/2023,Airbnb,2491.76,Travel,Posted
10/24/2023,LA Fitness,1678.54,Fitness & Sports,Pending
2/6/2023,Airbnb,1118.94,Travel,Posted
8/23/2024,Domino's Pizza,2362.51,Food & Drinks,Pending
7/17/2024,Mortgage Payment,-887.05,Insurance & Financial,Pending
1/13/2024,Walmart,874.93,Shopping,Pending
8/21/2024,Donation,1150.52,Others,Posted
1/17/2024,KFC,878.65,Food & Drinks,Pending
5/24/2023,Miscellaneous Expense,-1877.27,Others,Pending
2/18/2023,Starbucks,-1043.61,Food & Drinks,Posted
10/10/2023,Touchstone Climbing,112.74,Fitness & Sports,Pending
3/11/2024,Lyft,-188.12,Travel,Pending
1/30/2023,Health Insurance,2257.71,Insurance & Financial,Posted
8/3/2023,Car Insurance,2753.07,Insurance & Financial,Posted
2/20/2023,Disney+,2423.28,Subscriptions,Posted
8/21/2023,Lyft,-2563.81,Travel,Posted
7/27/2024,Overdraft Fee,1883.91,Banking & Fees,Pending
1/12/2024,Health Insurance,2240.75,Insurance & Financial,Pending
8/24/2023,Walmart,1713.26,Shopping,Posted
9/22/2023,United Airlines,351.94,Travel,Posted
3/1/2023,PayPal,455.25,Others,Pending
2/5/2023,Airbnb,1390.53,Travel,Pending
4/1/2024,Miscellaneous Expense,1609.8,Others,Posted
9/23/2023,Netflix,2868.1,Subscriptions,Pending
2/11/2023,Spotify,285.88,Subscriptions,Posted
11/28/2023,Health Insurance,2546.03,Insurance & Financial,Pending
10/2/2023,Spotify,2732.88,Subscriptions,Posted
3/20/2023,Walmart,1015.82,Shopping,Pending
1/15/2024,Venmo,2099.25,Others,Posted
1/18/2023,Gym Membership,2580.12,Fitness & Sports,Posted
9/15/2023,Rent Payment,1439.41,Bills & Utilities,Pending
4/11/2023,Best Buy,658.04,Shopping,Pending
1/25/2023,Touchstone Climbing,1531.03,Fitness & Sports,Posted
5/3/2023,Staples,-2234.34,Business Services,Pending
1/28/2023,United Airlines,1019.16,Travel,Pending
10/4/2023,Chipotle,809.38,Food & Drinks,Pending
7/14/2024,Nike Training,2042.09,Fitness & Sports,Posted
6/12/2024,PG&E,2415.51,Bills & Utilities,Pending
7/30/2024,Expedia,1753.63,Travel,Pending
3/26/2023,Best Buy,1355.62,Shopping,Posted
6/11/2023,Office Depot,257.04,Business Services,Pending
8/16/2024,Electricity Bill,1327.25,Bills & Utilities,Posted
1/10/2023,Overdraft Fee,1596.84,Banking & Fees,Posted
9/1/2023,Touchstone Climbing,1130.01,Fitness & Sports,Pending
12/24/2023,Loan Repayment,1491.69,Insurance & Financial,Posted
12/30/2023,Netflix,507.24,Subscriptions,Posted
1/2/2024,Home Depot,2053.52,Bills & Utilities,Pending
1/5/2023,Gym Membership,-1071.66,Fitness & Sports,Pending
6/7/2023,Walmart,859.37,Shopping,Pending
5/15/2024,Staples,2466.76,Business Services,Pending
7/14/2023,Electricity Bill,552.49,Bills & Utilities,Pending
11/1/2023,Electricity Bill,2455.07,Bills & Utilities,Pending
3/8/2024,YouTube Premium,701.73,Subscriptions,Pending
8/10/2024,Automatic Payment,2032.47,Business Services,Posted
8/17/2023,Expedia,1647.22,Travel,Pending
3/21/2023,Gym Membership,2440.58,Fitness & Sports,Posted
12/25/2023,Loan Repayment,1087.02,Insurance & Financial,Pending
1/19/2023,Domino's Pizza,804.56,Food & Drinks,Posted
1/2/2024,Water Bill,-251.55,Bills & Utilities,Posted
1/17/2023,Comcast,2336.26,Bills & Utilities,Pending
7/28/2023,Domino's Pizza,2883.79,Food & Drinks,Posted
9/13/2023,Automatic Payment,2052.87,Business Services,Pending
1/14/2024,YouTube Premium,1143.21,Subscriptions,Posted
7/15/2023,LA Fitness,325.56,Fitness & Sports,Pending
8/18/2024,Gym Membership,1647.85,Fitness & Sports,Posted
2/15/2023,LA Fitness,1480.65,Fitness & Sports,Pending
4/10/2023,Madison Bicycle Shop,1953.08,Business Services,Posted
9/23/2023,Overdraft Fee,2377.45,Banking & Fees,Posted
11/14/2023,Marriott Hotels,2254.12,Travel,Pending
4/28/2024,Mortgage Payment,164.42,Insurance & Financial,Pending
1/29/2024,Mortgage Payment,2155.01,Insurance & Financial,Pending
8/17/2024,Health Insurance,1402.14,Insurance & Financial,Pending
3/6/2023,Water Bill,371.25,Bills & Utilities,Pending
1/27/2023,Marriott Hotels,953.68,Travel,Pending
11/29/2023,Home Depot,2854.48,Bills & Utilities,Posted
5/25/2023,Miscellaneous Expense,408.34,Others,Posted
7/7/2024,PG&E,-2958.94,Bills & Utilities,Posted
6/6/2024,PayPal,-884.29,Others,Pending
7/31/2023,Rent Payment,280.98,Bills & Utilities,Posted
12/22/2023,Overdraft Fee,1255.27,Banking & Fees,Pending
9/13/2023,Miscellaneous Expense,666.56,Others,Pending
1/7/2024,Automatic Payment,1212.4,Business Services,Pending
6/20/2023,Planet Fitness,325.77,Fitness & Sports,Posted
7/15/2023,eBay,2937.74,Shopping,Posted
2/6/2024,Electricity Bill,1561.56,Bills & Utilities,Pending
12/18/2023,Starbucks,894.75,Food & Drinks,Pending
8/10/2024,Verizon,-1830.96,Bills & Utilities,Posted
5/29/2023,Bank Fee,-401.18,Banking & Fees,Posted
2/24/2024,Amazon Prime,2313.59,Subscriptions,Posted
7/23/2023,Hulu,2769.05,Subscriptions,Posted
1/31/2024,Burger King,279.99,Food & Drinks,Posted
4/8/2023,Car Insurance,726.04,Insurance & Financial,Posted
6/16/2023,CREDIT CARD PAYMENT,1303.56,Banking & Fees,Posted
7/14/2023,Madison Bicycle Shop,1579.19,Business Services,Posted
6/25/2024,Netflix,2185.08,Subscriptions,Posted
3/13/2023,Donation,1071.19,Others,Posted
4/10/2023,PayPal,2639.77,Others,Pending
12/30/2023,Staples,2931.96,Business Services,Posted
6/6/2023,Wire Transfer,1133.67,Banking & Fees,Posted
8/18/2024,Starbucks,749.35,Food & Drinks,Posted
12/4/2023,Miscellaneous Expense,2638,Others,Pending
7/30/2024,ATM Withdrawal,1040.84,Banking & Fees,Pending
1/15/2023,Water Bill,514.9,Bills & Utilities,Pending
1/9/2023,Subway,-119.65,Food & Drinks,Pending
9/29/2023,Venmo,1438.32,Others,Posted
12/27/2023,Walmart,1871.35,Shopping,Posted
6/11/2024,Planet Fitness,832.86,Fitness & Sports,Posted
2/20/2024,Loan Repayment,1463.12,Insurance & Financial,Pending
3/29/2023,IKEA,2006.2,Shopping,Pending
3/19/2023,Amazon Prime,-543.86,Subscriptions,Pending
5/31/2024,Mortgage Payment,1282.02,Insurance & Financial,Posted
3/5/2024,Donation,-1902.49,Others,Posted
7/23/2024,United Airlines,395.11,Travel,Pending
8/16/2023,Touchstone Climbing,2271.01,Fitness & Sports,Posted
2/10/2023,Wire Transfer,999.8,Banking & Fees,Posted
10/27/2023,Best Buy,691.17,Shopping,Pending
2/3/2024,Venmo,2938.47,Others,Pending
1/7/2023,Costco,-476.43,Shopping,Pending
1/4/2023,Amazon Prime,1337.7,Subscriptions,Posted
4/24/2024,Delta Airlines,2389.92,Travel,Posted
8/4/2024,Uber,408.81,Travel,Pending
8/11/2023,Disney+,2215.98,Subscriptions,Posted
1/14/2023,Amazon Prime,-1712.93,Subscriptions,Pending
1/8/2024,Domino's Pizza,1947.23,Food & Drinks,Pending
3/26/2023,Amazon Prime,2541.57,Subscriptions,Posted
3/10/2023,Planet Fitness,2711.11,Fitness & Sports,Pending
7/20/2024,Best Buy,2858.77,Shopping,Posted
6/5/2023,Mortgage Payment,2414.69,Insurance & Financial,Posted
7/20/2023,Chipotle,993.54,Food & Drinks,Pending
8/23/2024,Health Insurance,1932.66,Insurance & Financial,Posted
8/16/2024,Domino's Pizza,1929.54,Food & Drinks,Pending
3/24/2024,Automatic Payment,2524.23,Business Services,Pending
3/15/2024,Venmo,647.76,Others,Posted
5/18/2024,Costco,880.93,Shopping,Posted
8/16/2024,Car Insurance,2081.07,Insurance & Financial,Posted
11/5/2023,Gym Membership,979.55,Fitness & Sports,Pending
5/31/2023,Mortgage Payment,-2124.25,Insurance & Financial,Posted
1/18/2023,Subway,1967.07,Food & Drinks,Posted
6/19/2024,Office Depot,658.97,Business Services,Pending
8/21/2023,Nike Training,1173.24,Fitness & Sports,Pending
7/14/2024,eBay,1833.22,Shopping,Posted
1/8/2024,Home Depot,1346.35,Bills & Utilities,Posted
5/27/2024,Loan Repayment,2201.56,Insurance & Financial,Posted
9/19/2023,Miscellaneous Expense,2136.38,Others,Pending
10/14/2023,Verizon,2877.5,Bills & Utilities,Pending
8/16/2024,Amazon,41.43,Shopping,Posted
11/4/2023,YouTube Premium,2953.61,Subscriptions,Pending
3/30/2024,Water Bill,2146.45,Bills & Utilities,Pending
7/12/2024,Loan Repayment,2258.09,Insurance & Financial,Pending
2/17/2023,Automatic Payment,-364.82,Business Services,Posted
4/17/2024,Home Depot,2831.17,Bills & Utilities,Posted
1/29/2023,Marriott Hotels,-745.59,Travel,Posted
3/19/2024,Marriott Hotels,2256.93,Travel,Posted
12/13/2023,Loan Repayment,184.39,Insurance & Financial,Pending
6/6/2024,Madison Bicycle Shop,2831.53,Business Services,Posted
1/20/2024,eBay,2632.13,Shopping,Posted
7/13/2024,Disney+,2714.22,Subscriptions,Pending
12/16/2023,Loan Repayment,2203.33,Insurance & Financial,Pending
7/16/2024,Health Insurance,-2318.66,Insurance & Financial,Pending
12/11/2023,Disney+,711,Subscriptions,Pending
3/21/2024,Uber,264.24,Travel,Pending
6/16/2024,Gym Membership,1862.89,Fitness & Sports,Posted
12/4/2023,Tectra Inc,-1058.81,Business Services,Pending
1/8/2023,Tectra Inc,304.92,Business Services,Pending
5/20/2023,PayPal,727.51,Others,Pending
9/2/2023,Health Insurance,1275.33,Insurance & Financial,Posted
4/13/2023,Gym Membership,2836.91,Fitness & Sports,Posted
12/1/2023,Costco,2093.06,Shopping,Posted
7/11/2023,Office Depot,189.25,Business Services,Pending
2/22/2023,Domino's Pizza,-1130.89,Food & Drinks,Pending
3/1/2024,Lyft,2972.06,Travel,Posted
9/4/2023,Touchstone Climbing,1342.22,Fitness & Sports,Posted
3/21/2024,Bank Fee,2066.47,Banking & Fees,Pending
12/24/2023,Home Depot,972.92,Bills & Utilities,Pending
11/24/2023,Amazon,1901.25,Shopping,Pending
11/16/2023,Comcast,-1452.83,Bills & Utilities,Posted
1/9/2024,Touchstone Climbing,70.6,Fitness & Sports,Pending
5/4/2023,Office Depot,2442.44,Business Services,Pending
6/9/2024,Automatic Payment,-598.61,Business Services,Posted
2/3/2024,Health Insurance,1338.38,Insurance & Financial,Posted
4/4/2023,Delta Airlines,514.41,Travel,Pending
2/18/2024,Starbucks,866.27,Food & Drinks,Posted
3/3/2023,Target,1258.97,Shopping,Pending
11/12/2023,Gym Membership,500.01,Fitness & Sports,Posted
9/24/2023,Miscellaneous Expense,-734.41,Others,Pending
2/15/2024,CREDIT CARD PAYMENT,2855.87,Banking & Fees,Posted
8/8/2023,Touchstone Climbing,481.34,Fitness & Sports,Pending
8/31/2023,Marriott Hotels,2352.49,Travel,Pending
7/10/2024,Delta Airlines,-1777.92,Travel,Pending
3/6/2023,Home Depot,973.86,Bills & Utilities,Pending
8/26/2023,Miscellaneous Expense,875.11,Others,Pending
6/27/2024,Comcast,311.14,Bills & Utilities,Pending
5/3/2024,Donation,198.94,Others,Pending
3/15/2023,Uber,1034.72,Travel,Pending
2/1/2024,Marriott Hotels,2083.1,Travel,Posted
7/6/2023,Automatic Payment,2914.49,Business Services,Posted
3/12/2024,PayPal,597.94,Others,Pending
5/30/2023,Delta Airlines,425.61,Travel,Pending
6/10/2023,Car Insurance,2001.92,Insurance & Financial,Pending
3/23/2024,KFC,2523.93,Food & Drinks,Posted
5/31/2024,Mortgage Payment,1882.53,Insurance & Financial,Posted
5/1/2023,Gift Card,1473.18,Others,Posted
7/31/2023,Wire Transfer,1490.85,Banking & Fees,Pending
2/29/2024,Delta Airlines,922.03,Travel,Posted
11/21/2023,Mortgage Payment,49.39,Insurance & Financial,Posted
7/12/2023,Loan Repayment,1223.52,Insurance & Financial,Posted
7/5/2024,Madison Bicycle Shop,211,Business Services,Pending
8/5/2023,Costco,-1511.75,Shopping,Posted
7/3/2023,Miscellaneous Expense,658.59,Others,Posted
3/16/2024,Planet Fitness,2452.79,Fitness & Sports,Posted
5/9/2023,Loan Repayment,779.21,Insurance & Financial,Posted
12/1/2023,Miscellaneous Expense,1869.97,Others,Pending
6/6/2024,Mortgage Payment,956.64,Insurance & Financial,Pending
3/4/2024,Automatic Payment,2216.97,Business Services,Posted
7/31/2023,PG&E,2944.61,Bills & Utilities,Posted
6/5/2024,Amazon,1433.98,Shopping,Pending
4/10/2024,Target,1539.89,Shopping,Pending
7/8/2023,Target,1679.96,Shopping,Posted
7/27/2024,ATM Withdrawal,-1950,Banking & Fees,Posted
2/27/2024,Donation,2172.73,Others,Pending
4/10/2023,PayPal,223.32,Others,Posted
2/3/2023,Expedia,48.54,Travel,Posted
1/15/2023,Water Bill,22.51,Bills & Utilities,Pending
4/30/2023,KFC,2043.86,Food & Drinks,Posted
8/11/2024,Netflix,344.07,Subscriptions,Pending
7/31/2023,Airbnb,-102.03,Travel,Pending
3/28/2024,Miscellaneous Expense,329.11,Others,Pending
3/1/2024,Hulu,1020.85,Subscriptions,Posted
3/6/2023,Disney+,1840.17,Subscriptions,Posted
5/9/2023,LA Fitness,-1680.69,Fitness & Sports,Posted
1/10/2024,Overdraft Fee,1785.31,Banking & Fees,Posted
7/7/2023,Health Insurance,426.31,Insurance & Financial,Pending
6/11/2023,KFC,1302.76,Food & Drinks,Posted
4/18/2024,Verizon,2437.52,Bills & Utilities,Posted
1/8/2023,Disney+,322.27,Subscriptions,Pending
6/4/2023,Apple Music,2239.14,Subscriptions,Pending
3/8/2024,PayPal,2711.87,Others,Pending
4/24/2024,Burger King,2666.41,Food & Drinks,Posted
6/21/2024,Automatic Payment,573.96,Business Services,Posted
8/14/2024,Water Bill,-2292.16,Bills & Utilities,Posted
9/29/2023,Bank Fee,122.57,Banking & Fees,Pending
7/23/2024,Touchstone Climbing,212.02,Fitness & Sports,Posted
9/21/2023,Bank Fee,-2632.91,Banking & Fees,Posted
4/20/2024,Amazon Prime,642.41,Subscriptions,Posted
3/16/2024,Electricity Bill,2365.91,Bills & Utilities,Pending
5/26/2024,Home Depot,961.18,Bills & Utilities,Posted
2/10/2024,Loan Repayment,75.6,Insurance & Financial,Posted
2/24/2023,Staples,1771.72,Business Services,Posted
8/5/2023,Loan Repayment,2457.44,Insurance & Financial,Posted
7/7/2023,PayPal,768.74,Others,Posted
9/22/2023,Gym Membership,2851.38,Fitness & Sports,Posted
6/18/2023,United Airlines,189.17,Travel,Posted
6/3/2023,United Airlines,996.03,Travel,Posted
2/1/2024,Automatic Payment,1707.09,Business Services,Posted
6/25/2024,Madison Bicycle Shop,2566.62,Business Services,Pending
8/4/2023,Madison Bicycle Shop,900.58,Business Services,Pending
10/28/2023,Netflix,404.54,Subscriptions,Pending
12/20/2023,Tectra Inc,-806.12,Business Services,Pending
12/15/2023,Bank Fee,2625.5,Banking & Fees,Pending
5/26/2023,ATM Withdrawal,1782.81,Banking & Fees,Posted
7/22/2024,Uber,282.24,Travel,Posted
6/30/2023,PayPal,2749.76,Others,Pending
1/11/2023,Airbnb,931.14,Travel,Pending
4/4/2023,Spotify,-496.62,Subscriptions,Pending
5/11/2023,Lyft,2349.15,Travel,Posted
8/1/2024,Domino's Pizza,2753.98,Food & Drinks,Pending
2/15/2023,United Airlines,655.04,Travel,Posted
5/15/2024,Donation,1041.79,Others,Pending
10/15/2023,Madison Bicycle Shop,530.73,Business Services,Posted
4/30/2023,Touchstone Climbing,1540.81,Fitness & Sports,Posted
1/23/2023,Costco,1306.16,Shopping,Pending
9/20/2023,Nike Training,278.64,Fitness & Sports,Pending
6/3/2024,KFC,36.16,Food & Drinks,Posted
4/30/2023,Water Bill,294.26,Bills & Utilities,Posted
6/13/2024,Overdraft Fee,1247.74,Banking & Fees,Posted
6/16/2023,Gym Membership,-358.9,Fitness & Sports,Posted
7/19/2023,Car Insurance,546.57,Insurance & Financial,Pending
2/1/2023,Burger King,1378.49,Food & Drinks,Pending
9/26/2023,Staples,1123.23,Business Services,Posted
4/28/2023,Lyft,1907.39,Travel,Posted
8/11/2023,Uber,2928.78,Travel,Pending
1/27/2023,Spotify,2406.91,Subscriptions,Pending
10/11/2023,ATM Withdrawal,998.59,Banking & Fees,Pending
6/18/2024,CREDIT CARD PAYMENT,1037.45,Banking & Fees,Pending
3/24/2023,Staples,1027.38,Business Services,Posted
4/27/2023,YouTube Premium,2472.53,Subscriptions,Pending
10/27/2023,Disney+,1429.65,Subscriptions,Pending
7/15/2023,CREDIT CARD PAYMENT,1301.67,Banking & Fees,Pending
5/2/2023,Car Insurance,175.38,Insurance & Financial,Posted
3/12/2023,Best Buy,1044.75,Shopping,Pending
7/31/2024,YouTube Premium,119.13,Subscriptions,Pending
7/28/2024,eBay,2314.33,Shopping,Posted
8/24/2023,Office Depot,1843.08,Business Services,Pending
4/15/2024,Domino's Pizza,414.43,Food & Drinks,Pending
7/27/2023,Loan Repayment,530.63,Insurance & Financial,Pending
9/19/2023,Domino's Pizza,-1851.54,Food & Drinks,Pending
8/13/2023,Subway,1189.27,Food & Drinks,Pending
8/20/2023,Staples,174.45,Business Services,Posted
9/3/2023,PayPal,1664.02,Others,Pending
6/2/2024,Chipotle,1226.26,Food & Drinks,Pending
4/8/2024,Miscellaneous Expense,-1790.98,Others,Posted
7/14/2024,Electricity Bill,2193.54,Bills & Utilities,Pending
4/24/2023,Staples,1853.13,Business Services,Pending
6/26/2024,Miscellaneous Expense,2220.22,Others,Posted
2/2/2023,Health Insurance,1728.33,Insurance & Financial,Posted
7/4/2024,Health Insurance,896.22,Insurance & Financial,Pending
7/6/2024,Madison Bicycle Shop,424.88,Business Services,Posted
9/30/2023,Burger King,771.85,Food & Drinks,Posted
5/25/2024,LA Fitness,2100.12,Fitness & Sports,Pending
6/27/2023,Verizon,1519.32,Bills & Utilities,Pending
7/9/2023,Gift Card,1511.55,Others,Posted
1/29/2024,Wire Transfer,864.49,Banking & Fees,Pending
11/10/2023,YouTube Premium,-1573.58,Subscriptions,Pending
10/6/2023,Burger King,1518.37,Food & Drinks,Posted
12/4/2023,Marriott Hotels,1310.03,Travel,Pending
6/9/2023,Tectra Inc,501.65,Business Services,Pending
7/19/2024,Car Insurance,2177.25,Insurance & Financial,Posted
8/26/2023,McDonald's,416.75,Food & Drinks,Pending
8/13/2023,Best Buy,1489.49,Shopping,Posted
3/1/2024,Costco,2709.61,Shopping,Pending
8/26/2023,Mortgage Payment,1022.86,Insurance & Financial,Pending
6/23/2023,YouTube Premium,960.06,Subscriptions,Posted
6/15/2023,Tectra Inc,1641.47,Business Services,Pending
8/8/2023,Loan Repayment,1753.28,Insurance & Financial,Posted
1/10/2024,Walmart,-369.72,Shopping,Pending
6/29/2024,Expedia,2143.48,Travel,Posted
2/28/2023,Starbucks,2494.02,Food & Drinks,Pending
4/28/2024,Marriott Hotels,1197.29,Travel,Pending
1/1/2024,Amazon,2280.64,Shopping,Posted
1/24/2023,eBay,1510.76,Shopping,Pending
7/23/2024,Home Depot,2708.03,Bills & Utilities,Posted
5/27/2023,Wire Transfer,369.07,Banking & Fees,Posted
3/6/2023,Target,805.45,Shopping,Posted
4/18/2024,Spotify,2324.59,Subscriptions,Posted
10/24/2023,Mortgage Payment,1305.76,Insurance & Financial,Posted
1/17/2024,Marriott Hotels,472.62,Travel,Posted
9/28/2023,Costco,1391.52,Shopping,Posted
10/4/2023,Expedia,315.41,Travel,Pending
8/2/2023,Target,919.17,Shopping,Posted
6/16/2024,Miscellaneous Expense,567.72,Others,Pending
3/1/2024,Verizon,2420.74,Bills & Utilities,Posted
2/18/2024,Health Insurance,1106.62,Insurance & Financial,Pending
3/18/2023,Lyft,-2456.67,Travel,Posted
3/15/2023,Electricity Bill,2354.46,Bills & Utilities,Posted
3/26/2024,McDonald's,2249.15,Food & Drinks,Posted
4/17/2024,CREDIT CARD PAYMENT,2933.55,Banking & Fees,Posted
11/9/2023,Target,2906.78,Shopping,Posted
11/6/2023,Overdraft Fee,-885.45,Banking & Fees,Posted
5/20/2023,Marriott Hotels,2604.22,Travel,Pending
5/28/2023,Health Insurance,647.38,Insurance & Financial,Posted
6/27/2024,Airbnb,222.41,Travel,Pending
3/5/2024,Rent Payment,197.49,Bills & Utilities,Pending
9/23/2023,PayPal,240.75,Others,Posted
4/16/2023,Marriott Hotels,2276.29,Travel,Pending
7/22/2024,Staples,461.8,Business Services,Pending
3/16/2023,Planet Fitness,8.66,Fitness & Sports,Posted
7/19/2023,Touchstone Climbing,-1560.46,Fitness & Sports,Posted
2/6/2024,Venmo,-1807.43,Others,Posted
1/10/2024,Airbnb,2205.97,Travel,Pending
6/14/2023,Touchstone Climbing,-2730.6,Fitness & Sports,Pending
6/8/2024,Amazon Prime,2369.79,Subscriptions,Pending
8/14/2024,Amazon Prime,311.55,Subscriptions,Posted
4/25/2023,McDonald's,46.32,Food & Drinks,Posted
1/7/2023,Verizon,1192.09,Bills & Utilities,Pending
8/2/2024,Domino's Pizza,331.18,Food & Drinks,Pending
